NodeID,t,variable,event,quantity,cost_per_unit,total_cost,t_
15,14,grid,purchase,249145.4320523157,0.09400842395432746,23421.76940265818,
15,14,batteryV0,installation,116341.51323703502,56.1137859820092,6528362.774606073,
15,15,windV0,installation,2.0,2283635.805149058,4567271.610298116,
15,15,batteryV0,installation,32431.16302814622,54.430372402548926,1765240.281069775,
16,11,grid,purchase,3058585.530215476,0.10300340204468354,315044.71505683626,
16,11,batteryV0,installation,23135.48018736115,111.95436350365729,2590117.9587274916,
16,1,solarV4,salvaging,1.0,83143.80580242917,83143.80580242917,11.0
16,12,grid,purchase,1497155.7121704472,0.09991329998334303,149585.76779186146,
16,12,solarV5,installation,1.0,1228678.282162231,1228678.282162231,
16,12,batteryV0,installation,27011.977023837837,108.59573259854756,2933385.4338388043,
16,13,grid,purchase,762754.625081109,0.09691590098384273,73923.05171932884,
16,13,batteryV0,installation,63892.23078962108,105.33786062059113,6730270.901655746,
16,14,grid,purchase,208227.93405187508,0.09400842395432746,19575.17990348241,
16,14,solarV5,installation,4.0,1156063.395686443,4624253.582745772,
16,14,batteryV0,installation,18635.26708537091,102.1777248019734,1904109.1918603017,
16,15,solarV5,installation,5.0,1121381.4938158498,5606907.469079248,
16,15,batteryV0,installation,7321.026159308372,99.11239305791419,725604.4222886433,
17,11,grid,purchase,2188600.8116303976,0.10300340204468354,225433.32931568654,
17,11,batteryV0,installation,38071.62244222694,61.482903495566546,2340753.888535084,
17,12,grid,purchase,2202728.7979633943,0.09991329998334303,220081.90317286522,
17,12,batteryV0,installation,809.2830697025711,59.63841639069955,48264.360688865454,
17,13,grid,purchase,931918.1371133856,0.09691590098384273,90317.68590152805,
17,13,solarV5,installation,1.0,1191817.9336973638,1191817.9336973638,
17,13,batteryV0,installation,40397.168182446745,57.849263898978556,2336946.4429577817,
17,14,grid,purchase,241742.12498363492,0.09400842395432746,22725.796173081566,
17,14,solarV5,installation,3.0,1156063.395686443,3468190.187059329,
17,14,batteryV0,installation,54535.12954067785,56.1137859820092,3060172.587546745,
17,15,solarV5,installation,5.0,1121381.4938158498,5606907.469079248,
17,15,batteryV0,installation,13330.873743106411,54.430372402548926,725604.4222886433,
18,11,grid,purchase,3095391.5180232907,0.10300340204468354,318835.8570166563,
18,11,solarV5,installation,2.0,1968237.3245286958,3936474.6490573916,
18,11,batteryV0,installation,42176.67764495848,61.482903495566546,2593144.6014086013,
18,12,grid,purchase,2054929.846862447,0.09991329998334303,205314.82223429278,
18,12,solarV5,installation,1.0,1909190.2047928346,1909190.2047928346,
18,12,batteryV0,installation,13160.303725026544,59.63841639069955,784859.6733812073,
18,13,grid,purchase,883667.7403810519,0.09691590098384273,85641.45522938608,
18,13,batteryV0,installation,116341.51323703502,57.849263898978556,6730270.901655746,
18,14,grid,purchase,389124.522506888,0.09400842395432746,36580.98308285276,
18,14,batteryV0,installation,116341.51323703502,56.1137859820092,6528362.774606073,
18,15,solarV5,installation,1.0,1742466.3517788907,1742466.3517788907,
18,15,windV0,installation,2.0,2283635.805149058,4567271.610298116,
18,15,batteryV0,installation,418.40480389249683,54.430372402548926,22773.929290884054,
19,11,grid,purchase,2821771.644018167,0.10300340204468354,290652.0791270909,
19,11,solarV4,installation,1.0,1076613.12384563,1076613.12384563,
19,11,solarV5,installation,1.0,1968237.3245286958,1968237.3245286958,
19,11,batteryV0,installation,83355.97497337768,33.76507448163609,2814520.7034654915,
19,12,grid,purchase,2813629.1473307097,0.09991329998334303,281118.97303913085,
19,12,batteryV0,installation,1401.4677356434258,32.752122247187,45901.04260328184,
19,13,grid,purchase,1449332.399074538,0.09691590098384273,140463.35528138315,
19,13,windV0,installation,1.0,2427075.9965448594,2427075.9965448594,
19,13,batteryV0,installation,6933.042672177388,31.769558579771395,220259.70530979434,
19,14,grid,purchase,268677.30236818956,0.09400842395432746,25257.92974793379,
19,14,solarV5,installation,1.0,1796357.063689578,1796357.063689578,
19,14,batteryV0,installation,153554.4282353639,30.81647182237825,4732005.710916495,
19,15,windV0,installation,2.0,2283635.805149058,4567271.610298116,
19,15,batteryV0,installation,59053.98099426559,29.891977667706904,1765240.281069775,
20,11,grid,purchase,2958942.482339598,0.10300340204468354,304781.14213551953,
20,11,solarV5,installation,2.0,1266678.641404362,2533357.282808724,
20,11,batteryV0,installation,42176.67764495848,61.482903495566546,2593144.6014086013,
20,12,grid,purchase,2950203.833054354,0.09991329998334303,294764.6005839681,
20,12,batteryV0,installation,877.3847953915465,59.63841639069955,52325.83976242977,
20,13,grid,purchase,1081929.8188145272,0.09691590098384273,104856.20319169563,
20,13,windV0,installation,1.0,2427075.9965448594,2427075.9965448594,
20,13,batteryV0,installation,42644.450513968266,57.849263898978556,2466950.071609482,
20,14,grid,purchase,229644.369867344,0.09400842395432746,21588.505281213656,
20,14,solarV5,installation,3.0,1156063.395686443,3468190.187059329,
20,14,batteryV0,installation,54535.12954067785,56.1137859820092,3060172.587546745,
20,15,solarV1,installation,13.0,6262.424885607694,81411.52351290002,
20,15,solarV5,installation,5.0,1121381.4938158498,5606907.469079248,
20,15,batteryV0,installation,11835.173458147729,54.430372402548926,644192.8987757437,
21,11,grid,purchase,2089287.3583030265,0.10300340204468354,215203.70575416143,
21,11,solarV5,installation,2.0,1266678.641404362,2533357.282808724,
21,11,batteryV0,installation,91474.37267824705,33.76507448163609,3088639.006641949,
21,12,grid,purchase,2078695.7821711644,0.09991329998334303,207689.3552581774,
21,12,batteryV0,installation,1381.3265943038714,32.752122247187,45241.37747993088,
21,13,grid,purchase,2090554.7788190825,0.09691590098384273,202607.99994532944,
21,13,batteryV0,installation,1738.3653324337938,31.769558579771395,55227.09926179918,
21,14,grid,purchase,421062.3121157422,0.09400842395432746,39583.404348566044,
21,14,solarV5,installation,1.0,1156063.395686443,1156063.395686443,
21,14,batteryV0,installation,164392.97726888562,30.81647182237825,5066011.551803482,
21,15,solarV5,installation,1.0,1121381.4938158498,1121381.4938158498,
21,15,windV0,installation,2.0,2283635.805149058,4567271.610298116,
21,15,batteryV0,installation,21539.517873703717,29.891977667706904,643858.7872539252,
